Month,Metric,Score
1,test_accuracy,0.7089236887894605
1,test_accuracy,0.7086751180710912
1,test_accuracy,0.7081779766343524
1,test_accuracy,0.7086026852312283
1,test_accuracy,0.707856787667827
1,test_precision,0.7084889220811551
1,test_precision,0.708312593330015
1,test_precision,0.7079601990049751
1,test_precision,0.708312593330015
1,test_precision,0.7077841333001741
1,test_f1,0.829374908931954
1,test_f1,0.8292540792540792
1,test_f1,0.8290125254879114
1,test_f1,0.8292540792540792
1,test_f1,0.8288918013688655
2,test_accuracy,0.6752031519330214
2,test_accuracy,0.6754493967003201
2,test_accuracy,0.674710662398424
2,test_accuracy,0.6752031519330214
2,test_accuracy,0.6758620689655173
2,test_precision,0.6744013823747222
2,test_precision,0.6745679012345679
2,test_precision,0.6740685911670368
2,test_precision,0.6744817374136229
2,test_precision,0.674901185770751
2,test_f1,0.8055432699395548
2,test_f1,0.805662046593925
2,test_f1,0.8053058216654385
2,test_f1,0.8056005895357407
2,test_f1,0.8058997050147493
3,test_accuracy,0.6761430940535418
3,test_accuracy,0.6744847192608386
3,test_accuracy,0.6744847192608386
3,test_accuracy,0.6754323619995262
3,test_accuracy,0.6749585406301825
3,test_precision,0.6753740204227024
3,test_precision,0.6742532005689901
3,test_precision,0.6742532005689901
3,test_precision,0.6748932130991931
3,test_precision,0.674650225278634
3,test_f1,0.8062367115520908
3,test_f1,0.8054375531011045
3,test_f1,0.8054375531011045
3,test_f1,0.805894020969113
3,test_f1,0.805720758991787
4,test_accuracy,0.6856070087609512
4,test_accuracy,0.6878598247809762
4,test_accuracy,0.6881101376720901
4,test_accuracy,0.6872809213820731
4,test_accuracy,0.6875312969454181
4,test_precision,0.6840251572327044
4,test_precision,0.6855774079677257
4,test_precision,0.6857503152585119
4,test_precision,0.6852318548387096
4,test_precision,0.6853252647503782
4,test_f1,0.8123692859276965
4,test_f1,0.8134629768137622
4,test_f1,0.8135846798324357
4,test_f1,0.813219679976073
4,test_f1,0.8132854578096949
5,test_accuracy,0.6853506029477445
5,test_accuracy,0.6853506029477445
5,test_accuracy,0.6866904868244752
5,test_accuracy,0.6855739169271996
5,test_accuracy,0.6853506029477445
5,test_precision,0.6851396648044693
5,test_precision,0.6851396648044693
5,test_precision,0.6860595211456701
5,test_precision,0.6852928028609745
5,test_precision,0.6852100089365505
5,test_f1,0.8131547540114044
5,test_f1,0.8131547540114044
5,test_f1,0.8138022561380226
5,test_f1,0.813262599469496
5,test_f1,0.8132042953731937
6,test_accuracy,0.7030578117534639
6,test_accuracy,0.7021022455805065
6,test_accuracy,0.7020310633213859
6,test_accuracy,0.7020310633213859
6,test_accuracy,0.7020310633213859
6,test_precision,0.7024892292963141
6,test_precision,0.7018173122907699
6,test_precision,0.7018173122907699
6,test_precision,0.701745993781392
6,test_precision,0.701745993781392
6,test_f1,0.8252495430901168
6,test_f1,0.8247857243220459
6,test_f1,0.8247857243220459
6,test_f1,0.8247364722417427
6,test_f1,0.8247364722417427
7,test_accuracy,0.7040236978523822
7,test_accuracy,0.7037768452234017
7,test_accuracy,0.7045174031103432
7,test_accuracy,0.7046913580246914
7,test_accuracy,0.7039506172839506
7,test_precision,0.7040236978523822
7,test_precision,0.7037768452234017
7,test_precision,0.704298418972332
7,test_precision,0.7044724487274524
7,test_precision,0.7039506172839506
7,test_f1,0.826307402578589
7,test_f1,0.8261373514923211
7,test_f1,0.8264965937092332
7,test_f1,0.8266164105537837
7,test_f1,0.8262570641935951
8,test_accuracy,0.7124502906087489
8,test_accuracy,0.7124502906087489
8,test_accuracy,0.7124502906087489
8,test_accuracy,0.7124502906087489
8,test_accuracy,0.7130620985010707
8,test_precision,0.7124502906087489
8,test_precision,0.7124502906087489
8,test_precision,0.7124502906087489
8,test_precision,0.7124502906087489
8,test_precision,0.7129742962056304
8,test_f1,0.8320828867452662
8,test_f1,0.8320828867452662
8,test_f1,0.8320828867452662
8,test_f1,0.8320828867452662
8,test_f1,0.8324401571989997
9,test_accuracy,0.689620253164557
9,test_accuracy,0.6918987341772151
9,test_accuracy,0.6911392405063291
9,test_accuracy,0.690126582278481
9,test_accuracy,0.690632911392405
9,test_precision,0.6891480730223124
9,test_precision,0.6907242693773825
9,test_precision,0.6901193802387605
9,test_precision,0.6894189292057853
9,test_precision,0.6897689768976898
9,test_f1,0.8159711798258781
9,test_f1,0.8170750037577034
9,test_f1,0.8166516381124136
9,test_f1,0.8161610093121057
9,test_f1,0.81640625
10,test_accuracy,0.6934391781461592
10,test_accuracy,0.6960074713985525
10,test_accuracy,0.6955405089890264
10,test_accuracy,0.6954694068192433
10,test_accuracy,0.6975712283979448
10,test_precision,0.6878269139324774
10,test_precision,0.6896305125148987
10,test_precision,0.6892278360343184
10,test_precision,0.6892278360343184
10,test_precision,0.690709338428469
10,test_f1,0.8150443724468235
10,test_f1,0.8163092550790068
10,test_f1,0.8160270880361173
10,test_f1,0.8160270880361173
10,test_f1,0.817064557140839
11,test_accuracy,0.6765799256505576
11,test_accuracy,0.676048858204992
11,test_accuracy,0.6775564409030544
11,test_accuracy,0.6764940239043825
11,test_accuracy,0.6796812749003984
11,test_precision,0.6735459662288931
11,test_precision,0.673185105813019
11,test_precision,0.6741814278046162
11,test_precision,0.6734584450402145
11,test_precision,0.6757192793761764
11,test_f1,0.804932735426009
11,test_f1,0.8046749919948768
11,test_f1,0.8053863417762104
11,test_f1,0.8048702338993912
11,test_f1,0.8064826700898587
12,test_accuracy,0.6543946072076744
12,test_accuracy,0.6663209748509205
12,test_accuracy,0.6676173191599689
12,test_accuracy,0.665802437127301
12,test_accuracy,0.6665802437127301
12,test_precision,0.6457446808510638
12,test_precision,0.653659849300323
12,test_precision,0.6545405551064403
12,test_precision,0.6533082302313071
12,test_precision,0.6539186641529761
12,test_f1,0.7846178704152529
12,test_f1,0.7905614320585842
12,test_f1,0.7912052117263844
12,test_f1,0.7903042134374492
12,test_f1,0.7906219472484532
13,test_accuracy,0.6536273115220483
13,test_accuracy,0.6536273115220483
13,test_accuracy,0.6568650699549443
13,test_accuracy,0.6509366848470477
13,test_accuracy,0.6578136115722077
13,test_precision,0.6461612981351417
13,test_precision,0.6463030303030303
13,test_precision,0.6483463035019456
13,test_precision,0.6444444444444445
13,test_precision,0.6489905132571151
13,test_f1,0.7850522289245255
13,test_f1,0.7849256587663771
13,test_f1,0.7865466883021095
13,test_f1,0.7837837837837839
13,test_f1,0.7871367458327188
14,test_accuracy,0.6625679829746985
14,test_accuracy,0.6658784582643651
14,test_accuracy,0.6650898770104068
14,test_accuracy,0.662961210974456
14,test_accuracy,0.6620151371807
14,test_precision,0.6616077780412616
14,test_precision,0.6638115631691649
14,test_precision,0.6632580261593342
14,test_precision,0.6618414807783578
14,test_precision,0.6612138454243718
14,test_f1,0.7963465106322248
14,test_f1,0.7979407979407979
14,test_f1,0.7975407492136117
14,test_f1,0.7965157789518776
14,test_f1,0.7960610817753675
15,test_accuracy,0.6662087912087912
15,test_accuracy,0.6660370879120879
15,test_accuracy,0.6663232010990898
15,test_accuracy,0.6661514683153014
15,test_accuracy,0.6661514683153014
15,test_precision,0.6659793814432989
15,test_precision,0.6658649716543549
15,test_precision,0.6660938305550782
15,test_precision,0.6659219797216016
15,test_precision,0.6659219797216016
15,test_f1,0.7995049504950495
15,test_f1,0.7994225018046819
15,test_f1,0.7995874161939145
15,test_f1,0.7994635857231277
15,test_f1,0.7994635857231277
16,test_accuracy,0.6757253029746603
16,test_accuracy,0.6766434080058759
16,test_accuracy,0.6755416819684172
16,test_accuracy,0.6747474747474748
16,test_accuracy,0.6760330578512397
16,test_precision,0.674169741697417
16,test_precision,0.6747321758404138
16,test_precision,0.6739852398523986
16,test_precision,0.6735521947620804
16,test_precision,0.6743585010153221
16,test_f1,0.8053780030857395
16,test_f1,0.8057791992941435
16,test_f1,0.8052463352805027
16,test_f1,0.8048484848484848
16,test_f1,0.8055126791620728
17,test_accuracy,0.6628912685337727
17,test_accuracy,0.6686573311367381
17,test_accuracy,0.6680395387149918
17,test_accuracy,0.6705107084019769
17,test_accuracy,0.6659114315139032
17,test_precision,0.6614238410596026
17,test_precision,0.6652101539741989
17,test_precision,0.6647951757122063
17,test_precision,0.6665971643035863
17,test_precision,0.663415646399668
17,test_f1,0.7961140864366671
17,test_f1,0.7989503936023992
17,test_f1,0.798651011741194
17,test_f1,0.7998498874155616
17,test_f1,0.7976546906187624
18,test_accuracy,0.7186002916059154
18,test_accuracy,0.7183920016663196
18,test_accuracy,0.7194334513642991
18,test_accuracy,0.7181837117267236
18,test_accuracy,0.7191666666666666
18,test_precision,0.7185416666666666
18,test_precision,0.7183920016663196
18,test_precision,0.719140950792327
18,test_precision,0.7181837117267236
18,test_precision,0.718932443703086
18,test_f1,0.8362225724330221
18,test_f1,0.836121212121212
18,test_f1,0.8366282595512432
18,test_f1,0.8359801188022791
18,test_f1,0.8364871421639981
19,test_accuracy,0.7038204017329658
19,test_accuracy,0.703032690035447
19,test_accuracy,0.7048050413548641
19,test_accuracy,0.7046081134304845
19,test_accuracy,0.7037620642111483
19,test_precision,0.7031774225379909
19,test_precision,0.7026227568526918
19,test_precision,0.703871987356776
19,test_precision,0.7037914691943128
19,test_precision,0.7031774225379909
19,test_f1,0.8257242178447276
19,test_f1,0.8253416724577253
19,test_f1,0.8262028985507247
19,test_f1,0.8261474269819193
19,test_f1,0.8257242178447276
20,test_accuracy,0.7020623080298376
20,test_accuracy,0.7011191573403555
20,test_accuracy,0.7006802721088435
20,test_accuracy,0.7028746982664034
20,test_accuracy,0.7017774851876234
20,test_precision,0.7012101210121012
20,test_precision,0.7005277044854882
20,test_precision,0.7002197802197803
20,test_precision,0.701762114537445
20,test_precision,0.700990099009901
20,test_f1,0.8243662700465597
20,test_f1,0.8238944918541505
20,test_f1,0.8236814891416753
20,test_f1,0.8247476054879628
20,test_f1,0.8242142025611175
21,test_accuracy,0.6843557631076205
21,test_accuracy,0.6845680322649119
21,test_accuracy,0.6818085332201231
21,test_accuracy,0.6854171088940777
21,test_accuracy,0.6840764331210191
21,test_precision,0.6829424307036247
21,test_precision,0.6830204778156996
21,test_precision,0.6811316741118911
21,test_precision,0.683603757472246
21,test_precision,0.68272921108742
21,test_f1,0.811605219815026
21,test_f1,0.8116603295310519
21,test_f1,0.810325192964697
21,test_f1,0.812072026375856
21,test_f1,0.811454637607704
22,test_accuracy,0.6880386798402355
22,test_accuracy,0.6886693294092916
22,test_accuracy,0.6878284633172167
22,test_accuracy,0.687618246794198
22,test_accuracy,0.6873423044575273
22,test_precision,0.6855932203389831
22,test_precision,0.6860292558829765
22,test_precision,0.6853813559322034
22,test_precision,0.6852361787756831
22,test_precision,0.6850910631088521
22,test_f1,0.8134741075917548
22,test_f1,0.8137809631585565
22,test_f1,0.8133249528598366
22,test_f1,0.8132227249874309
22,test_f1,0.8131205228101043
23,test_accuracy,0.668170284747674
23,test_accuracy,0.668452213137863
23,test_accuracy,0.6683587140439933
23,test_accuracy,0.6689227298364354
23,test_accuracy,0.6694867456288776
23,test_precision,0.6669496321448783
23,test_precision,0.6670441676104191
23,test_precision,0.6670441676104191
23,test_precision,0.6674220963172804
23,test_precision,0.6678004535147393
23,test_f1,0.8002037005601765
23,test_f1,0.8002717391304348
23,test_f1,0.8002717391304348
23,test_f1,0.8005436629289839
23,test_f1,0.8008157715839566
24,test_accuracy,0.6549087321164282
24,test_accuracy,0.655402072027627
24,test_accuracy,0.6566354218056241
24,test_accuracy,0.6573754316724223
24,test_accuracy,0.6551554020720276
24,test_precision,0.653541357107479
24,test_precision,0.653941497273178
24,test_precision,0.6546762589928058
24,test_precision,0.6551638530287984
24,test_precision,0.6537794299876084
24,test_f1,0.7904747641156209
24,test_f1,0.7906488835606174
24,test_f1,0.791304347826087
24,test_f1,0.791660416979151
24,test_f1,0.790530416541804
25,test_accuracy,0.6494845360824743
25,test_accuracy,0.6391752577319587
25,test_accuracy,0.6288659793814433
25,test_accuracy,0.65625
25,test_accuracy,0.6354166666666666
25,test_precision,0.6421052631578947
25,test_precision,0.6354166666666666
25,test_precision,0.6288659793814433
25,test_precision,0.648936170212766
25,test_precision,0.6354166666666666
25,test_f1,0.782051282051282
25,test_f1,0.7770700636942676
25,test_f1,0.7721518987341772
25,test_f1,0.7870967741935483
25,test_f1,0.7770700636942676
